"id","facility_name","hours_type","productive_hours"
334,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Daily Cost Centers",114691
335,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Ambulatory Cost Centers",33213
336,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Ancillary Cost Centers",67281
337,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Education Cost Centers",0
338,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","General Services Cost Centers",54982
339,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Fiscal Services Cost Centers",42623
340,"BIGGS-GRIDLEY MEMORIAL HOSPITAL","Administrative Services Cost Centers",29788
341,"FEATHER RIVER HOSPITAL","Management & Supervision",84196
342,"FEATHER RIVER HOSPITAL","Technician & Specialist",380348
343,"FEATHER RIVER HOSPITAL","Registered Nurse",327643
344,"FEATHER RIVER HOSPITAL","Licensed Vocational Nurse",52795
345,"FEATHER RIVER HOSPITAL","Aides & Orderlies",106486
346,"FEATHER RIVER HOSPITAL","Clerical & Other Administrative",392916
347,"FEATHER RIVER HOSPITAL","Environmental & Food Services",128375
348,"FEATHER RIVER HOSPITAL","Other",149385
349,"FEATHER RIVER HOSPITAL","Contracted Registry Nursing",0
350,"FEATHER RIVER HOSPITAL","Contracted Other",0
351,"FEATHER RIVER HOSPITAL","Daily Cost Centers",300512
352,"FEATHER RIVER HOSPITAL","Ambulatory Cost Centers",456487
353,"FEATHER RIVER HOSPITAL","Ancillary Cost Centers",359069
354,"FEATHER RIVER HOSPITAL","Education Cost Centers",0
355,"FEATHER RIVER HOSPITAL","General Services Cost Centers",221676
356,"FEATHER RIVER HOSPITAL","Fiscal Services Cost Centers",94684
357,"FEATHER RIVER HOSPITAL","Administrative Services Cost Centers",164240
358,"OROVILLE HOSPITAL","Management & Supervision",137258
359,"OROVILLE HOSPITAL","Technician & Specialist",522779
360,"OROVILLE HOSPITAL","Registered Nurse",347961
361,"OROVILLE HOSPITAL","Licensed Vocational Nurse",84013
362,"OROVILLE HOSPITAL","Aides & Orderlies",65256
363,"OROVILLE HOSPITAL","Clerical & Other Administrative",363759
364,"OROVILLE HOSPITAL","Environmental & Food Services",155073
365,"OROVILLE HOSPITAL","Other",43478
366,"OROVILLE HOSPITAL","Contracted Registry Nursing",1776
367,"OROVILLE HOSPITAL","Contracted Other",0
368,"OROVILLE HOSPITAL","Daily Cost Centers",374829
369,"OROVILLE HOSPITAL","Ambulatory Cost Centers",323075
370,"OROVILLE HOSPITAL","Ancillary Cost Centers",476042
371,"OROVILLE HOSPITAL","Education Cost Centers",0
372,"OROVILLE HOSPITAL","General Services Cost Centers",266182
373,"OROVILLE HOSPITAL","Fiscal Services Cost Centers",138111
374,"OROVILLE HOSPITAL","Administrative Services Cost Centers",143114
375,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Management & Supervision",191206
376,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Technician & Specialist",817323
377,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Registered Nurse",1000748
378,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Licensed Vocational Nurse",52144
379,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Aides & Orderlies",462045
380,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Clerical & Other Administrative",665390
381,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Environmental & Food Services",73096
382,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Other",50465
383,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Contracted Registry Nursing",36791
384,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Contracted Other",8285
385,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Daily Cost Centers",1088557
386,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Ambulatory Cost Centers",587942
387,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Ancillary Cost Centers",743059
388,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Education Cost Centers",0
389,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","General Services Cost Centers",348561
390,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Fiscal Services Cost Centers",204127
391,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Administrative Services Cost Centers",385247
392,"BUTTE COUNTY MENTAL HEALTH - PHF","Management & Supervision",0
393,"BUTTE COUNTY MENTAL HEALTH - PHF","Technician & Specialist",0
394,"BUTTE COUNTY MENTAL HEALTH - PHF","Registered Nurse",0
395,"BUTTE COUNTY MENTAL HEALTH - PHF","Licensed Vocational Nurse",0
396,"BUTTE COUNTY MENTAL HEALTH - PHF","Aides & Orderlies",0
397,"BUTTE COUNTY MENTAL HEALTH - PHF","Clerical & Other Administrative",0
398,"BUTTE COUNTY MENTAL HEALTH - PHF","Environmental & Food Services",0
399,"BUTTE COUNTY MENTAL HEALTH - PHF","Other",0
400,"BUTTE COUNTY MENTAL HEALTH - PHF","Contracted Registry Nursing",0
401,"BUTTE COUNTY MENTAL HEALTH - PHF","Contracted Other",0
402,"BUTTE COUNTY MENTAL HEALTH - PHF","Daily Cost Centers",0
403,"BUTTE COUNTY MENTAL HEALTH - PHF","Ambulatory Cost Centers",0
404,"BUTTE COUNTY MENTAL HEALTH - PHF","Ancillary Cost Centers",0
405,"BUTTE COUNTY MENTAL HEALTH - PHF","Education Cost Centers",0
406,"BUTTE COUNTY MENTAL HEALTH - PHF","General Services Cost Centers",0
407,"BUTTE COUNTY MENTAL HEALTH - PHF","Fiscal Services Cost Centers",0
408,"BUTTE COUNTY MENTAL HEALTH - PHF","Administrative Services Cost Centers",0
409,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Management & Supervision",58123
410,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Technician & Specialist",110966
411,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Registered Nurse",83399
412,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Licensed Vocational Nurse",12200
413,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Aides & Orderlies",7948
414,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Clerical & Other Administrative",89639
415,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Environmental & Food Services",25903
416,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Other",31582
417,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Contracted Registry Nursing",4765
418,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Contracted Other",28492
419,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Daily Cost Centers",69765
420,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Ambulatory Cost Centers",94440
421,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Ancillary Cost Centers",131086
422,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Education Cost Centers",0
423,"MARK TWAIN ST. JOSEPH''S HOSPITAL","General Services Cost Centers",70904
424,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Fiscal Services Cost Centers",26927
425,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Administrative Services Cost Centers",59895
426,"COLUSA REGIONAL MEDICAL CENTER","Management & Supervision",39359
427,"COLUSA REGIONAL MEDICAL CENTER","Technician & Specialist",43171
428,"COLUSA REGIONAL MEDICAL CENTER","Registered Nurse",31154
429,"COLUSA REGIONAL MEDICAL CENTER","Licensed Vocational Nurse",12143
430,"COLUSA REGIONAL MEDICAL CENTER","Aides & Orderlies",35723
431,"COLUSA REGIONAL MEDICAL CENTER","Clerical & Other Administrative",71726
432,"COLUSA REGIONAL MEDICAL CENTER","Environmental & Food Services",23160
433,"COLUSA REGIONAL MEDICAL CENTER","Other",9257
434,"COLUSA REGIONAL MEDICAL CENTER","Contracted Registry Nursing",39870
435,"COLUSA REGIONAL MEDICAL CENTER","Contracted Other",17686
436,"COLUSA REGIONAL MEDICAL CENTER","Daily Cost Centers",64286
437,"COLUSA REGIONAL MEDICAL CENTER","Ambulatory Cost Centers",67098
438,"COLUSA REGIONAL MEDICAL CENTER","Ancillary Cost Centers",81922
439,"COLUSA REGIONAL MEDICAL CENTER","Education Cost Centers",0
440,"COLUSA REGIONAL MEDICAL CENTER","General Services Cost Centers",54172
441,"COLUSA REGIONAL MEDICAL CENTER","Fiscal Services Cost Centers",22318
442,"COLUSA REGIONAL MEDICAL CENTER","Administrative Services Cost Centers",33453
443,"DOCTORS MEDICAL CENTER - SAN PABLO","Management & Supervision",83172
444,"DOCTORS MEDICAL CENTER - SAN PABLO","Technician & Specialist",269836
445,"DOCTORS MEDICAL CENTER - SAN PABLO","Registered Nurse",405855
446,"DOCTORS MEDICAL CENTER - SAN PABLO","Licensed Vocational Nurse",19916
447,"DOCTORS MEDICAL CENTER - SAN PABLO","Aides & Orderlies",35683
448,"DOCTORS MEDICAL CENTER - SAN PABLO","Clerical & Other Administrative",267932
449,"DOCTORS MEDICAL CENTER - SAN PABLO","Environmental & Food Services",107565
450,"DOCTORS MEDICAL CENTER - SAN PABLO","Other",0
451,"DOCTORS MEDICAL CENTER - SAN PABLO","Contracted Registry Nursing",41254
452,"DOCTORS MEDICAL CENTER - SAN PABLO","Contracted Other",22657
453,"DOCTORS MEDICAL CENTER - SAN PABLO","Daily Cost Centers",365517
454,"DOCTORS MEDICAL CENTER - SAN PABLO","Ambulatory Cost Centers",122403
455,"DOCTORS MEDICAL CENTER - SAN PABLO","Ancillary Cost Centers",328533
456,"DOCTORS MEDICAL CENTER - SAN PABLO","Education Cost Centers",0
457,"DOCTORS MEDICAL CENTER - SAN PABLO","General Services Cost Centers",232498
458,"DOCTORS MEDICAL CENTER - SAN PABLO","Fiscal Services Cost Centers",92300
459,"DOCTORS MEDICAL CENTER - SAN PABLO","Administrative Services Cost Centers",112619
460,"CONTRA COSTA REGIONAL MEDICAL CENTER","Management & Supervision",235059
461,"CONTRA COSTA REGIONAL MEDICAL CENTER","Technician & Specialist",592553
462,"CONTRA COSTA REGIONAL MEDICAL CENTER","Registered Nurse",715761
463,"CONTRA COSTA REGIONAL MEDICAL CENTER","Licensed Vocational Nurse",207252
464,"CONTRA COSTA REGIONAL MEDICAL CENTER","Aides & Orderlies",191379
465,"CONTRA COSTA REGIONAL MEDICAL CENTER","Clerical & Other Administrative",748890
466,"CONTRA COSTA REGIONAL MEDICAL CENTER","Environmental & Food Services",235724
467,"CONTRA COSTA REGIONAL MEDICAL CENTER","Other",397528
468,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contracted Registry Nursing",47629
469,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contracted Other",758
470,"CONTRA COSTA REGIONAL MEDICAL CENTER","Daily Cost Centers",546686
471,"CONTRA COSTA REGIONAL MEDICAL CENTER","Ambulatory Cost Centers",1059914
472,"CONTRA COSTA REGIONAL MEDICAL CENTER","Ancillary Cost Centers",502682
473,"CONTRA COSTA REGIONAL MEDICAL CENTER","Education Cost Centers",669
474,"CONTRA COSTA REGIONAL MEDICAL CENTER","General Services Cost Centers",514016
475,"CONTRA COSTA REGIONAL MEDICAL CENTER","Fiscal Services Cost Centers",366928
476,"CONTRA COSTA REGIONAL MEDICAL CENTER","Administrative Services Cost Centers",381638
477,"SUTTER DELTA MEDICAL CENTER","Management & Supervision",56133
478,"SUTTER DELTA MEDICAL CENTER","Technician & Specialist",253324
479,"SUTTER DELTA MEDICAL CENTER","Registered Nurse",373948
480,"SUTTER DELTA MEDICAL CENTER","Licensed Vocational Nurse",22924
481,"SUTTER DELTA MEDICAL CENTER","Aides & Orderlies",46200
482,"SUTTER DELTA MEDICAL CENTER","Clerical & Other Administrative",192746
483,"SUTTER DELTA MEDICAL CENTER","Environmental & Food Services",99687
484,"SUTTER DELTA MEDICAL CENTER","Other",41672
485,"SUTTER DELTA MEDICAL CENTER","Contracted Registry Nursing",65332
486,"SUTTER DELTA MEDICAL CENTER","Contracted Other",23620
487,"SUTTER DELTA MEDICAL CENTER","Daily Cost Centers",385105
488,"SUTTER DELTA MEDICAL CENTER","Ambulatory Cost Centers",130890
489,"SUTTER DELTA MEDICAL CENTER","Ancillary Cost Centers",271831
490,"SUTTER DELTA MEDICAL CENTER","Education Cost Centers",0
491,"SUTTER DELTA MEDICAL CENTER","General Services Cost Centers",173733
492,"SUTTER DELTA MEDICAL CENTER","Fiscal Services Cost Centers",89880
493,"SUTTER DELTA MEDICAL CENTER","Administrative Services Cost Centers",124147
494,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Management & Supervision",316726
495,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Technician & Specialist",1525017
496,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Registered Nurse",1333342
497,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Licensed Vocational Nurse",20254
498,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Aides & Orderlies",233782
499,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Clerical & Other Administrative",723781
500,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Environmental & Food Services",266246
501,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Other",177793
502,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contracted Registry Nursing",90757
503,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contracted Other",8176
504,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Daily Cost Centers",1243642
505,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Ambulatory Cost Centers",475080
506,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Ancillary Cost Centers",2051479
507,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Education Cost Centers",21913
508,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","General Services Cost Centers",637195
509,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Fiscal Services Cost Centers",13363
510,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Administrative Services Cost Centers",253202
511,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Management & Supervision",0
512,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Technician & Specialist",0
513,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Registered Nurse",1763582
514,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Licensed Vocational Nurse",22023
515,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Aides & Orderlies",160901
516,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Clerical & Other Administrative",0
517,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Environmental & Food Services",0
518,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Other",2700103
519,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contracted Registry Nursing",2978
520,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contracted Other",485
521,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Daily Cost Centers",1686793
522,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Ambulatory Cost Centers",243979
523,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Ancillary Cost Centers",659928
524,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Education Cost Centers",11380
525,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","General Services Cost Centers",1026580
526,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Fiscal Services Cost Centers",0
527,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Administrative Services Cost Centers",990305
528,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Management & Supervision",90742
529,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Technician & Specialist",533764
530,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Registered Nurse",763366
531,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Licensed Vocational Nurse",8923
532,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Aides & Orderlies",185205
533,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Clerical & Other Administrative",179992
534,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Environmental & Food Services",222239
535,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Other",27900
536,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contracted Registry Nursing",60535
537,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contracted Other",6717
538,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Daily Cost Centers",722966
539,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Ambulatory Cost Centers",159717
540,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Ancillary Cost Centers",686282
541,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Education Cost Centers",2689
542,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","General Services Cost Centers",369055
543,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Fiscal Services Cost Centers",0
544,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Administrative Services Cost Centers",138674
545,"SAN RAMON REGIONAL MEDICAL CENTER","Management & Supervision",139374
546,"SAN RAMON REGIONAL MEDICAL CENTER","Technician & Specialist",235265
547,"SAN RAMON REGIONAL MEDICAL CENTER","Registered Nurse",350242
548,"SAN RAMON REGIONAL MEDICAL CENTER","Licensed Vocational Nurse",4311
549,"SAN RAMON REGIONAL MEDICAL CENTER","Aides & Orderlies",56477
550,"SAN RAMON REGIONAL MEDICAL CENTER","Clerical & Other Administrative",261251
551,"SAN RAMON REGIONAL MEDICAL CENTER","Environmental & Food Services",95131
552,"SAN RAMON REGIONAL MEDICAL CENTER","Other",10194
553,"SAN RAMON REGIONAL MEDICAL CENTER","Contracted Registry Nursing",9233
554,"SAN RAMON REGIONAL MEDICAL CENTER","Contracted Other",1026
555,"SAN RAMON REGIONAL MEDICAL CENTER","Daily Cost Centers",299320
556,"SAN RAMON REGIONAL MEDICAL CENTER","Ambulatory Cost Centers",74197
557,"SAN RAMON REGIONAL MEDICAL CENTER","Ancillary Cost Centers",376141
558,"SAN RAMON REGIONAL MEDICAL CENTER","Education Cost Centers",0
559,"SAN RAMON REGIONAL MEDICAL CENTER","General Services Cost Centers",203279
560,"SAN RAMON REGIONAL MEDICAL CENTER","Fiscal Services Cost Centers",105545
561,"SAN RAMON REGIONAL MEDICAL CENTER","Administrative Services Cost Centers",104022
562,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Management & Supervision",18632
563,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Technician & Specialist",131637
564,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Registered Nurse",56627
565,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Licensed Vocational Nurse",16934
566,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Aides & Orderlies",0
567,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Clerical & Other Administrative",39867
568,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Environmental & Food Services",23807
569,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Other",3306
570,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contracted Registry Nursing",0
571,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contracted Other",2167
572,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Daily Cost Centers",165057
573,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Ambulatory Cost Centers",29046
574,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Ancillary Cost Centers",2727
575,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Education Cost Centers",0
576,"JOHN MUIR BEHAVIORAL HEALTH CENTER","General Services Cost Centers",42069
577,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Fiscal Services Cost Centers",20228
578,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Administrative Services Cost Centers",33850
579,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Management & Supervision",0
580,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Technician & Specialist",0
581,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Registered Nurse",768748
582,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Licensed Vocational Nurse",53
583,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Aides & Orderlies",11195
584,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Clerical & Other Administrative",0
585,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Environmental & Food Services",0
586,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Other",1423228
587,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contracted Registry Nursing",2259
588,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contracted Other",2390
589,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Daily Cost Centers",937301
590,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Ambulatory Cost Centers",0
591,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Ancillary Cost Centers",291180
592,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Education Cost Centers",0
593,"KAISER FOUNDATION HOSPITAL - ANTIOCH","General Services Cost Centers",486648
594,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Fiscal Services Cost Centers",0
595,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Administrative Services Cost Centers",488054
596,"SUTTER COAST HOSPITAL","Management & Supervision",100061
597,"SUTTER COAST HOSPITAL","Technician & Specialist",111264
598,"SUTTER COAST HOSPITAL","Registered Nurse",156272
599,"SUTTER COAST HOSPITAL","Licensed Vocational Nurse",20803
600,"SUTTER COAST HOSPITAL","Aides & Orderlies",21651
601,"SUTTER COAST HOSPITAL","Clerical & Other Administrative",180682
602,"SUTTER COAST HOSPITAL","Environmental & Food Services",83155
603,"SUTTER COAST HOSPITAL","Other",59772
604,"SUTTER COAST HOSPITAL","Contracted Registry Nursing",16677
605,"SUTTER COAST HOSPITAL","Contracted Other",0
606,"SUTTER COAST HOSPITAL","Daily Cost Centers",122504
607,"SUTTER COAST HOSPITAL","Ambulatory Cost Centers",179401
608,"SUTTER COAST HOSPITAL","Ancillary Cost Centers",147194
609,"SUTTER COAST HOSPITAL","Education Cost Centers",0
610,"SUTTER COAST HOSPITAL","General Services Cost Centers",153872
611,"SUTTER COAST HOSPITAL","Fiscal Services Cost Centers",64738
612,"SUTTER COAST HOSPITAL","Administrative Services Cost Centers",82628
613,"BARTON MEMORIAL HOSPITAL","Management & Supervision",93437
614,"BARTON MEMORIAL HOSPITAL","Technician & Specialist",272882
615,"BARTON MEMORIAL HOSPITAL","Registered Nurse",214413
616,"BARTON MEMORIAL HOSPITAL","Licensed Vocational Nurse",16466
617,"BARTON MEMORIAL HOSPITAL","Aides & Orderlies",120299
618,"BARTON MEMORIAL HOSPITAL","Clerical & Other Administrative",471266
619,"BARTON MEMORIAL HOSPITAL","Environmental & Food Services",90678
