"id","facility_name","county_name","productive_hours","productive_hours_per_adjusted_patient_day"
344,"FEATHER RIVER HOSPITAL","Butte",52795,1.26
345,"FEATHER RIVER HOSPITAL","Butte",106486,2.55
346,"FEATHER RIVER HOSPITAL","Butte",392916,9.41
347,"FEATHER RIVER HOSPITAL","Butte",128375,3.07
348,"FEATHER RIVER HOSPITAL","Butte",149385,3.58
349,"FEATHER RIVER HOSPITAL","Butte",0,0.0
350,"FEATHER RIVER HOSPITAL","Butte",0,0.0
351,"FEATHER RIVER HOSPITAL","Butte",300512,7.2
352,"FEATHER RIVER HOSPITAL","Butte",456487,10.93
353,"FEATHER RIVER HOSPITAL","Butte",359069,8.6
354,"FEATHER RIVER HOSPITAL","Butte",0,0.0
355,"FEATHER RIVER HOSPITAL","Butte",221676,5.31
356,"FEATHER RIVER HOSPITAL","Butte",94684,2.27
357,"FEATHER RIVER HOSPITAL","Butte",164240,3.93
358,"OROVILLE HOSPITAL","Butte",137258,2.47
359,"OROVILLE HOSPITAL","Butte",522779,9.4
360,"OROVILLE HOSPITAL","Butte",347961,6.26
361,"OROVILLE HOSPITAL","Butte",84013,1.51
362,"OROVILLE HOSPITAL","Butte",65256,1.17
363,"OROVILLE HOSPITAL","Butte",363759,6.54
364,"OROVILLE HOSPITAL","Butte",155073,2.79
365,"OROVILLE HOSPITAL","Butte",43478,0.78
366,"OROVILLE HOSPITAL","Butte",1776,0.03
367,"OROVILLE HOSPITAL","Butte",0,0.0
368,"OROVILLE HOSPITAL","Butte",374829,6.74
369,"OROVILLE HOSPITAL","Butte",323075,5.81
370,"OROVILLE HOSPITAL","Butte",476042,8.56
371,"OROVILLE HOSPITAL","Butte",0,0.0
372,"OROVILLE HOSPITAL","Butte",266182,4.79
373,"OROVILLE HOSPITAL","Butte",138111,2.48
374,"OROVILLE HOSPITAL","Butte",143114,2.57
375,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",191206,1.87
376,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",817323,8.0
377,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",1000748,9.79
378,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",52144,0.51
379,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",462045,4.52
380,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",665390,6.51
381,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",73096,0.72
382,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",50465,0.49
383,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",36791,0.36
384,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",8285,0.08
385,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",1088557,10.65
386,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",587942,5.75
387,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",743059,7.27
388,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",0,0.0
389,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",348561,3.41
390,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",204127,2.0
391,"ENLOE MEDICAL CENTER - ESPLANADE CAMPUS","Butte",385247,3.77
392,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
393,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
394,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
395,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
396,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
397,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
398,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
399,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
400,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
401,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
402,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
403,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
404,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
405,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
406,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
407,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
408,"BUTTE COUNTY MENTAL HEALTH - PHF","Butte",0,0.0
409,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",58123,4.14
410,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",110966,7.9
411,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",83399,5.94
412,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",12200,0.87
413,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",7948,0.57
414,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",89639,6.38
415,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",25903,1.84
416,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",31582,2.25
417,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",4765,0.34
418,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",28492,2.03
419,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",69765,4.97
420,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",94440,6.73
421,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",131086,9.34
422,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",0,0.0
423,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",70904,5.05
424,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",26927,1.92
425,"MARK TWAIN ST. JOSEPH''S HOSPITAL","Calaveras",59895,4.27
426,"COLUSA REGIONAL MEDICAL CENTER","Colusa",39359,3.78
427,"COLUSA REGIONAL MEDICAL CENTER","Colusa",43171,4.14
428,"COLUSA REGIONAL MEDICAL CENTER","Colusa",31154,2.99
429,"COLUSA REGIONAL MEDICAL CENTER","Colusa",12143,1.17
430,"COLUSA REGIONAL MEDICAL CENTER","Colusa",35723,3.43
431,"COLUSA REGIONAL MEDICAL CENTER","Colusa",71726,6.88
432,"COLUSA REGIONAL MEDICAL CENTER","Colusa",23160,2.22
433,"COLUSA REGIONAL MEDICAL CENTER","Colusa",9257,0.89
434,"COLUSA REGIONAL MEDICAL CENTER","Colusa",39870,3.83
435,"COLUSA REGIONAL MEDICAL CENTER","Colusa",17686,1.7
436,"COLUSA REGIONAL MEDICAL CENTER","Colusa",64286,6.17
437,"COLUSA REGIONAL MEDICAL CENTER","Colusa",67098,6.44
438,"COLUSA REGIONAL MEDICAL CENTER","Colusa",81922,7.86
439,"COLUSA REGIONAL MEDICAL CENTER","Colusa",0,0.0
440,"COLUSA REGIONAL MEDICAL CENTER","Colusa",54172,5.2
441,"COLUSA REGIONAL MEDICAL CENTER","Colusa",22318,2.14
442,"COLUSA REGIONAL MEDICAL CENTER","Colusa",33453,3.21
443,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",83172,1.8
444,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",269836,5.83
445,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",405855,8.77
446,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",19916,0.43
447,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",35683,0.77
448,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",267932,5.79
449,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",107565,2.32
450,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",0,0.0
451,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",41254,0.89
452,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",22657,0.49
453,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",365517,7.9
454,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",122403,2.65
455,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",328533,7.1
456,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",0,0.0
457,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",232498,5.03
458,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",92300,1.99
459,"DOCTORS MEDICAL CENTER - SAN PABLO","Contra Costa",112619,2.43
460,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",235059,2.79
461,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",592553,7.04
462,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",715761,8.5
463,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",207252,2.46
464,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",191379,2.27
465,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",748890,8.9
466,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",235724,2.8
467,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",397528,4.72
468,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",47629,0.57
469,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",758,0.01
470,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",546686,6.5
471,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",1059914,12.59
472,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",502682,5.97
473,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",669,0.01
474,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",514016,6.11
475,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",366928,4.36
476,"CONTRA COSTA REGIONAL MEDICAL CENTER","Contra Costa",381638,4.53
477,"SUTTER DELTA MEDICAL CENTER","Contra Costa",56133,1.25
478,"SUTTER DELTA MEDICAL CENTER","Contra Costa",253324,5.66
479,"SUTTER DELTA MEDICAL CENTER","Contra Costa",373948,8.35
480,"SUTTER DELTA MEDICAL CENTER","Contra Costa",22924,0.51
481,"SUTTER DELTA MEDICAL CENTER","Contra Costa",46200,1.03
482,"SUTTER DELTA MEDICAL CENTER","Contra Costa",192746,4.3
483,"SUTTER DELTA MEDICAL CENTER","Contra Costa",99687,2.23
484,"SUTTER DELTA MEDICAL CENTER","Contra Costa",41672,0.93
485,"SUTTER DELTA MEDICAL CENTER","Contra Costa",65332,1.46
486,"SUTTER DELTA MEDICAL CENTER","Contra Costa",23620,0.53
487,"SUTTER DELTA MEDICAL CENTER","Contra Costa",385105,8.6
488,"SUTTER DELTA MEDICAL CENTER","Contra Costa",130890,2.92
489,"SUTTER DELTA MEDICAL CENTER","Contra Costa",271831,6.07
490,"SUTTER DELTA MEDICAL CENTER","Contra Costa",0,0.0
491,"SUTTER DELTA MEDICAL CENTER","Contra Costa",173733,3.88
492,"SUTTER DELTA MEDICAL CENTER","Contra Costa",89880,2.01
493,"SUTTER DELTA MEDICAL CENTER","Contra Costa",124147,2.77
494,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",316726,2.73
495,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",1525017,13.12
496,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",1333342,11.47
497,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",20254,0.17
498,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",233782,2.01
499,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",723781,6.23
500,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",266246,2.29
501,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",177793,1.53
502,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",90757,0.78
503,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",8176,0.07
504,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",1243642,10.7
505,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",475080,4.09
506,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",2051479,17.65
507,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",21913,0.19
508,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",637195,5.48
509,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",13363,0.11
510,"JOHN MUIR MEDICAL CENTER-WALNUT CREEK CAMPUS","Contra Costa",253202,2.18
511,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",0,0.0
512,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",0,0.0
513,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",1763582,26.43
514,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",22023,0.33
515,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",160901,2.41
516,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",0,0.0
517,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",0,0.0
518,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",2700103,40.46
519,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",2978,0.04
520,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",485,0.01
521,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",1686793,25.28
522,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",243979,3.66
523,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",659928,9.89
524,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",11380,0.17
525,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",1026580,15.38
526,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",0,0.0
527,"KAISER FOUNDATION HOSPITAL - WALNUT CREEK","Contra Costa",990305,14.84
528,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",90742,1.39
529,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",533764,8.15
530,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",763366,11.66
531,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",8923,0.14
532,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",185205,2.83
533,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",179992,2.75
534,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",222239,3.39
535,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",27900,0.43
536,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",60535,0.92
537,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",6717,0.1
538,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",722966,11.04
539,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",159717,2.44
540,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",686282,10.48
541,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",2689,0.04
542,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",369055,5.63
543,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",0,0.0
544,"JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS","Contra Costa",138674,2.12
545,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",139374,4.06
546,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",235265,6.85
547,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",350242,10.2
548,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",4311,0.13
549,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",56477,1.64
550,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",261251,7.6
551,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",95131,2.77
552,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",10194,0.3
553,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",9233,0.27
554,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",1026,0.03
555,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",299320,8.71
556,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",74197,2.16
557,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",376141,10.95
558,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",0,0.0
559,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",203279,5.92
560,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",105545,3.07
561,"SAN RAMON REGIONAL MEDICAL CENTER","Contra Costa",104022,3.03
562,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",18632,0.87
563,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",131637,6.13
564,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",56627,2.64
565,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",16934,0.79
566,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",0,0.0
567,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",39867,1.86
568,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",23807,1.11
569,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",3306,0.15
570,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",0,0.0
571,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",2167,0.1
572,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",165057,7.68
573,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",29046,1.35
574,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",2727,0.13
575,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",0,0.0
576,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",42069,1.96
577,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",20228,0.94
578,"JOHN MUIR BEHAVIORAL HEALTH CENTER","Contra Costa",33850,1.58
579,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",0,0.0
580,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",0,0.0
581,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",768748,26.11
582,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",53,0.0
583,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",11195,0.38
584,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",0,0.0
585,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",0,0.0
586,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",1423228,48.33
587,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",2259,0.08
588,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",2390,0.08
589,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",937301,31.83
590,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",0,0.0
591,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",291180,9.89
592,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",0,0.0
593,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",486648,16.53
594,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",0,0.0
595,"KAISER FOUNDATION HOSPITAL - ANTIOCH","Contra Costa",488054,16.57
596,"SUTTER COAST HOSPITAL","Del Norte",100061,4.41
597,"SUTTER COAST HOSPITAL","Del Norte",111264,4.9
598,"SUTTER COAST HOSPITAL","Del Norte",156272,6.89
599,"SUTTER COAST HOSPITAL","Del Norte",20803,0.92
600,"SUTTER COAST HOSPITAL","Del Norte",21651,0.95
601,"SUTTER COAST HOSPITAL","Del Norte",180682,7.96
602,"SUTTER COAST HOSPITAL","Del Norte",83155,3.66
603,"SUTTER COAST HOSPITAL","Del Norte",59772,2.63
604,"SUTTER COAST HOSPITAL","Del Norte",16677,0.73
605,"SUTTER COAST HOSPITAL","Del Norte",0,0.0
606,"SUTTER COAST HOSPITAL","Del Norte",122504,5.4
607,"SUTTER COAST HOSPITAL","Del Norte",179401,7.9
608,"SUTTER COAST HOSPITAL","Del Norte",147194,6.49
609,"SUTTER COAST HOSPITAL","Del Norte",0,0.0
610,"SUTTER COAST HOSPITAL","Del Norte",153872,6.78
611,"SUTTER COAST HOSPITAL","Del Norte",64738,2.85
612,"SUTTER COAST HOSPITAL","Del Norte",82628,3.64
613,"BARTON MEMORIAL HOSPITAL","El Dorado",93437,1.68
614,"BARTON MEMORIAL HOSPITAL","El Dorado",272882,4.9
615,"BARTON MEMORIAL HOSPITAL","El Dorado",214413,3.85
616,"BARTON MEMORIAL HOSPITAL","El Dorado",16466,0.3
617,"BARTON MEMORIAL HOSPITAL","El Dorado",120299,2.16
618,"BARTON MEMORIAL HOSPITAL","El Dorado",471266,8.46
619,"BARTON MEMORIAL HOSPITAL","El Dorado",90678,1.63
620,"BARTON MEMORIAL HOSPITAL","El Dorado",54330,0.98
621,"BARTON MEMORIAL HOSPITAL","El Dorado",4093,0.07
622,"BARTON MEMORIAL HOSPITAL","El Dorado",11896,0.21
623,"BARTON MEMORIAL HOSPITAL","El Dorado",220433,3.96
624,"BARTON MEMORIAL HOSPITAL","El Dorado",154825,2.78
625,"BARTON MEMORIAL HOSPITAL","El Dorado",239922,4.31
626,"BARTON MEMORIAL HOSPITAL","El Dorado",0,0.0
627,"BARTON MEMORIAL HOSPITAL","El Dorado",243478,4.37
628,"BARTON MEMORIAL HOSPITAL","El Dorado",103065,1.85
629,"BARTON MEMORIAL HOSPITAL","El Dorado",121872,2.19
630,"MARSHALL MEDICAL CENTER","El Dorado",160613,2.99
631,"MARSHALL MEDICAL CENTER","El Dorado",572414,10.66
632,"MARSHALL MEDICAL CENTER","El Dorado",406663,7.57
633,"MARSHALL MEDICAL CENTER","El Dorado",18968,0.35
634,"MARSHALL MEDICAL CENTER","El Dorado",3559,0.07
635,"MARSHALL MEDICAL CENTER","El Dorado",658207,12.25
636,"MARSHALL MEDICAL CENTER","El Dorado",128061,2.38
637,"MARSHALL MEDICAL CENTER","El Dorado",99152,1.85
638,"MARSHALL MEDICAL CENTER","El Dorado",9506,0.18
639,"MARSHALL MEDICAL CENTER","El Dorado",23018,0.43
640,"MARSHALL MEDICAL CENTER","El Dorado",456440,8.5
641,"MARSHALL MEDICAL CENTER","El Dorado",377804,7.03
642,"MARSHALL MEDICAL CENTER","El Dorado",395691,7.37
643,"MARSHALL MEDICAL CENTER","El Dorado",0,0.0
644,"MARSHALL MEDICAL CENTER","El Dorado",327913,6.1
645,"MARSHALL MEDICAL CENTER","El Dorado",238774,4.44
646,"MARSHALL MEDICAL CENTER","El Dorado",283539,5.28
647,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
648,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
649,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
650,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
651,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
652,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
653,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
654,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
655,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
656,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
657,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
658,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
659,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
660,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
661,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
662,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
663,"EL DORADO COUNTY MENTAL HEALTH - PHF","El Dorado",0,0.0
664,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",87878,1.49
665,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",263037,4.47
666,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",468880,7.96
667,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",23951,0.41
668,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",199490,3.39
669,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",217363,3.69
670,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",109866,1.87
671,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",192999,3.28
672,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",11251,0.19
673,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",9364,0.16
674,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",499601,8.48
675,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",136511,2.32
676,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",528336,8.97
677,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",0,0.0
678,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",291637,4.95
679,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",57708,0.98
680,"CLOVIS COMMUNITY MEDICAL CENTER","Fresno",70286,1.19
681,"COALINGA REGIONAL MEDICAL CENTER","Fresno",16977,0.31
682,"COALINGA REGIONAL MEDICAL CENTER","Fresno",41288,0.75
683,"COALINGA REGIONAL MEDICAL CENTER","Fresno",19703,0.36
684,"COALINGA REGIONAL MEDICAL CENTER","Fresno",33447,0.61
685,"COALINGA REGIONAL MEDICAL CENTER","Fresno",118372,2.16
686,"COALINGA REGIONAL MEDICAL CENTER","Fresno",80040,1.46
687,"COALINGA REGIONAL MEDICAL CENTER","Fresno",83717,1.53
688,"COALINGA REGIONAL MEDICAL CENTER","Fresno",0,0.0
689,"COALINGA REGIONAL MEDICAL CENTER","Fresno",55994,1.02
690,"COALINGA REGIONAL MEDICAL CENTER","Fresno",13260,0.24
691,"COALINGA REGIONAL MEDICAL CENTER","Fresno",214690,3.91
692,"COALINGA REGIONAL MEDICAL CENTER","Fresno",32326,0.59
693,"COALINGA REGIONAL MEDICAL CENTER","Fresno",63944,1.17
